quizzes,solutions
001408020390007600045200097013070054000005860000910300938002700600031000000000405,761498523392157648845263197213876954479325861586914372938542716654731289127689435
200010000090005310000860009800030652030900070706000080600700004050103008124000005,265319847498275316371864529819437652532986471746521983683752194957143268124698735
003050017008003009200009406000700602160008040500304081300920000410000020709081500,943652817678143259251879436834715692167298345592364781385926174416537928729481563
000023050010890307350600940290000000084017000000500860700904605040760091008002003,879423156416895327352671948295386714684217539137549862721934685543768291968152473
010805690006340005000060001095000064701002000230006008080030950049200070050709083,413825697976341825528967341895173264761482539234596718187634952349258176652719483
000070609180040005600953020004000180012007900063009074020310457050002000008090006,235871649189246735647953821794635182512487963863129574926318457451762398378594216
000800000002035876043079005060750089500000000900060104370186090210003060005090400,756821943192435876843679215461752389538914627927368154374186592219543768685297431
001070090047008205206004003190402300000010006004380020308500609670000000052000710,531276894947138265286954173195462387823719456764385921318527649679841532452693718
609300800004682100030004070006091052720000000890500063000060008400008290000703500,619375824574682139238914675346891752725436981891527463157269348463158297982743516
030000095700215340060007800012083600000140207903000000000070410040920008085006000,231864795798215346564397821412783659856149237973652184629578413347921568185436972
918020050000700610702004008000030000201407006045062009604390700000100980030000500,918623457453789612762514398876931245291457836345862179684395721527146983139278564
508024060170090305020000000002560080300700000006008419009413000010007200800650940,598324167174896325623175894942561783381749652756238419269413578415987236837652941
041006000000080500000403890000070006029008410400010023076100200580360009900052037,841596372293781564657423891135274986729638415468915723376149258582367149914852637
103080090809417003060000400200001005005090030004075900070030586600209700051000020,143586297829417653567923418296341875785692134314875962972134586638259741451768329
001706000000200090702051030005360400800000700093005820407809005316020000080040201,931786542658234197742951638275368419864192753193475826427819365316527984589643271
072600000590203780310900400024000010800009560900078003050800072003015004600300050,472681935596243781318957426724536819831429567965178243159864372283715694647392158
050020000600071008137060900006507030800046000090000204280000073504003120079400500,958324617642971358137865942426597831813246795795138264281659473564783129379412586
040308100002000050305061009068405902100790300003000070006020701900607800500019040,649358127812974653375261489768435912154792368293186574486523791921647835537819246
520080670309605408000910000007030985000000043490100020704802000652300000010006007,521483679379625418846917352167234985285769143493158726734892561652371894918546237
020045801683009050040000700069104000805200070002000063004302900000400015790081000,927645831683719254541823796369174528815236479472958163154362987238497615796581342
009037086000004075400020001000001760005092040023800000194080030030670050067000000,259137486381964275476528391948351762615792843723846519194285637832679154567413928
190004008000005106200700059710060400009810002050003000400279030003000780006048021,195634278837925146264781359718562493349817562652493817481279635923156784576348921
100940003026050900000007008402008700070030405001600890500390004830000020010005067,185946273726853941943127658492518736678239415351674892567392184834761529219485367
000086072006940100430020050059100004820009603700000000000007500040002389061050240,195386472276945138438721956659138724824579613713264895382497561547612389961853247
950600720002080051001004800310209070000051030604070900090740602040830000280000003,958613724462987351731524869315269478879451236624378915193745682546832197287196543
108000000075403009000700046090210700306000008020069400050870102900104080700020030,148692375675483219239751846594218763316547928827369451453876192962134587781925634
080005300740900020900738010360104900001000653008020000200679804000500069030002100,186245397743961528952738416367154982421897653598326741215679834874513269639482175
590000210800030047000526030007680004029000000000001650040270160036010800208305000,593847216862139547471526938157682394629453781384791652945278163736914825218365479
005730400000085791000026800001004000820900017063000900097001030300000260540068000,185739426236485791479126853951674382824953617763812945697241538318597264542368179
302045000091830700060100004000000809200007503854002010008060200075014000100900065,382745196491836752567129384736451829219687543854392617948563271675214938123978465
056093047000100002008040300090006200340570100001000759030402901200005086700060000,156293847473158692928647315597816234342579168861324759635482971219735486784961523
841060050009820000030000701007009300460300002100450608000205900026037014900040003,841763259759821436632594781287619345465378192193452678314285967526937814978146523
820001000000004672900650000060738040103009020000020005730080460002000590014900003,826371954351894672947652318265738149173549826498126735739285461682413597514967283
000005026009000000060241007307000001400738900590020000080570030002406085701900004,173895426249367518865241397327659841416738952598124673684572139932416785751983264
300070100610002083500300002092815600000096400800000010004057000073009005005003024,329578146617942583548361972492815637731296458856734219284657391173429865965183724
000700008249010030000043500000000902031800600407690010000056400706000109080002005,513769248249518736678243591865431972931827654427695813392156487756384129184972365
730001005009700001206400300060000907051008604400009020008100590300802006045600700,734921865589736241216485379862314957951278634473569128628147593397852416145693782
100060005058400092903700000200800000030150760000094501001009086006080430020037009,142968375758413692963725814215876943439152768687394521371549286596281437824637159
000000002350060090020030701001074086006309024003800050070921800009040000400507010,164798532357162498928435761591274386786359124243816957675921843819643275432587619
007800010000050060510030809000109008603540020092000700005078002970064300300900406,247896513839451267516732849754129638683547921192683754465378192971264385328915476
507109400030006807010340009902500003048010500000020060060400001200005970300800020,527189436439256817816347259972568143648713592153924768765492381281635974394871625
004009000700140230610070008801020050059034700340600020400098601072005900000700500,524389167798146235613572498861927354259834716347651829435298671172465983986713542
004500712360800004200001060045090030609017000008400200010030980000029305090604007,984563712361872594257941863745298631629317458138456279412735986876129345593684127
006000430040050917170002005000903000027005006600040598004106200030000080508009100,856791432342658917179432865485963721927815346613247598794186253231574689568329174
008000370000809000406130025000340210070000040200000098060070000730020154150400086,518264379327859461496137825985346217671982543243715698864571932739628154152493786
700100603140068000005200000001483907094500820670000000000820050026040080039007410,782195643143768295965234178251483967394576821678912534417829356526341789839657412
086090000000600301400705600500802003712300408009004070200486095090100000000050762,386291547957648321421735689564872913712369458839514276273486195695127834148953762
010080500030200040608900010900600720023005064100470009050749002006000000090130807,219384576537261948648957213984613725723895164165472389851749632376528491492136857
007305028100200069000080000729010030600007014000506200080740050903600080014090002,497365128158274369362189745729418536635927814841536297286741953973652481514893672
980000420005003800607540100050001007810000603000609280001032060402970000030104500,983716425145293876627548139256381947819427653374659281591832764462975318738164592
000203491095018006000700030231085600748300005000000000800609054010047800050000029,687253491395418276124796538231985647748362915569174382873629154912547863456831729
470600002093200710001008090009782300000000084000035600028509003530140900000000067,475691832893254716261378495649782351357916284182435679728569143536147928914823567
060400050009003700035000840002605903000001570003920000100800400900200000084560210,761482359849153726235796841412675983698341572573928164126837495957214638384569217
200009070405300200008500031000410020073920005504000006010703400000260108600098007,231689574465371289798542631986415723173926845524837916819753462357264198642198357
360008700009062004500740800040050270000300061170009400920000080800090103007106005,364918752789562314512743896643851279298374561175629438921435687856297143437186925
120090000007004500045203018200001960003002004609300200060080051708000300450706009,126598437837614592945273618274851963583962174619347285362489751798125346451736829
023500081000400070709000603060140009370208050000070000604000005180006020092010007,423567981816439572759821643268145739371298456945673218634782195187956324592314867
053020000009370600000010047028040010016205000900006084007003001030790020580060700,753624198149378652862519347328947516416285973975136284297853461634791825581462739
000200600501600090090038004010750000002009070600023401034180007065047103000005008,743291685581674392296538714418756239352419876679823451934182567865947123127365948
000040002020100000015609080006002170007000800980016003800530094479000050000800761,798345612624178935315629487536482179147953826982716543861537294479261358253894761
507600103049300000020089060000003004013090207070501800160000520700002009090408000,587624193649315782321789465856273914413896257972541836164937528738152649295468371
940016008000280910005300000007803005500007436020009700600000827200508100401900060,942716358736285914815394672167843295598127436324659781659431827273568149481972563
900010706060945210230007005000001038100290000045600000000400020002058000398106070,954312786867945213231867945629571438183294657745683192576439821412758369398126574
030098001570030060600045920805000100040016000090020087001007030720900800304200050,432698571579132468618745923865379142247816395193524687951487236726953814384261759
004005693500900718083060000020051009100020040058670000600800052031040007290000300,714285693562934718983167425326451879179328546458679231647893152831542967295716384
901047020700050008635000010008260003503009000462005000000001092200480056007600800,981347625724156938635928417198264573573819264462735189846571392219483756357692841
030012600108300509900700040020501908640000100050000074096405003007006002300800050,435912687178364529962758341723541968649287135851693274296475813587136492314829756
902804703000100000000006152100070320700560090620000805200709000059080040408030600,912854763536127984847396152195478326783562491624913875261749538359681247478235619
902086300070200009058000610047030000006050083001900570100063090080742060000001004,912486357673215849458379612547638921296157483831924576124563798389742165765891234
000090637008021009406500080604300090080740005320009071053080000000004020109003006,512498637738621549496537182674315298981742365325869471253986714867154923149273856
010032090006800072405060010130006007009070841084000200900050003078009060500001400,817532694396814572425967318132486957659273841784195236941658723278349165563721489
090017004084000210050406070500194060600050020000300809042900035103800000070020108,396217584784539216251486973528194367639758421417362859842971635163845792975623148
203005640670014508800000900000020051090706320480000006000070009547900000061300200,213895647679214538854637912736429851195786324482153796328571469547962183961348275
962500000000300510030706028040208030608004700520000090007403005091070080000012400,962581347874329516135746928749258631618934752523167894287493165491675283356812479
062040095080306000904000010000902004100830720605100300003480060758000000090517200,362741895581396472974258613837962154149835726625174389213489567758623941496517238
009053008000400201584000060056020407030060000800007092015890070000075000300201089,129653748673489251584712963956128437732964815841537692215896374498375126367241589
160002000320405680080100470600004137205000006030070008000000200000501009900836054,164782395327495681589163472698254137275318946431679528856947213743521869912836754
560030270000009100084500006610320094003005080090000001700004000901867003058100002,569431278372689145184572936617328594243915687895746321736254819921867453458193762
600170082000000300702430509089017000070003040205946100001069000000200801054000030,693175482548692317712438569489517623176823945235946178821369754367254891954781236
003000020007800109800925030000400000002150700189070506700000260010040890054260000,593617428627834159841925637375486912462159783189372546738591264216743895954268371
070000000200080649008100500050300912010475360860290000000002170005006000094053800,579634281231587649648129537457368912912475368863291754386942175725816493194753826
003405009008000600724001300000040205000023100057906080076000832100809504400300007,613485729598237641724691358361748295849523176257916483976154832132879564485362917
050008400020061870060920050030057060000080000409010300107600200280003097003000504,951738426324561879768924153832457961516389742479216385147695238285143697693872514
005900280008200704000610003070036400002407031060180090010000002023005000409700005,135974286698253714247618953971536428852497631364182597516349872723865149489721365
000045089003100000000072001012009003060080040080460017078010302905800000041900650,126345789753198426894672531412759863367281945589463217678514392935826174241937658
000150048003090000020430056706200400508970013900004600100000000087300009004065720,679152348453698172821437956716283495548976213932514687165729834287341569394865721
500702409003000007702068010800050000100203060006000134607000940048301200000090801,561732489483519627792468315834156792179243568256987134617825943948371256325694871
950018000000520070300600401013900206890004000000002100500700800006309004740080390,957418623164523978328697451413975286892164537675832149539741862286359714741286395
500000900000700846076840001093681050704000060000900302400008070061050003950002400,548216937129735846376849521293681754784523169615974382432198675861457293957362418
030000000000060592800002014007493100190020000060807050004001070205680400009704008,932145867741368592856972314527493186198526743463817259684231975275689431319754628
000040750607080000002900003009002006008701540250008010095304028000070609036100400,983246751617583294542917863179452386368791542254638917795364128421875639836129475
078040000450000060203701005060000391500089004000120700004608500100072046900030102,678245913451893267293761485862457391517389624349126758724618539135972846986534172
700005684160304007508007000095028060001406009280100000003670400000090200620000503,739215684162384957548967132495728361371456829286139745953672418814593276627841593
800901360205000007000007408091470005030002000740036800100640000050800179300005020,874951362265384917913267458691478235538192746742536891127649583456823179389715624
000000918700006050231000000069300800005601002000075004016043009040200000980057036,654732918798416253231598647169324875475681392823975164516843729347269581982157436
000000054106020090093608000015000040900700008207014530040036002068500300301809000,872391654156427893493658271615283947934765128287914536549136782768542319321879465
080000500963000014007139020072600080100080000006304070009021060000070001400008230,281746593963852714547139628372615489194287356856394172739421865628573941415968237
004000370018000400270960010406008000080051002000376500900005080832010704005020061,594182376618537429273964815456298137387451692129376548961745283832619754745823961
010600705500201069309000004200059000006800003050403208000000341040078600021005007,812694735574231869369587124238759416496812573157463298785926341943178652621345987
000500030100009780704200051070030025480760000092001000503670000000400006960005308,829517634156349782734286951671934825485762193392851467543678219218493576967125348
000000140812000000450006007000190000380504700700030095006002401920750803000043059,697325148812479536453816927265197384389564712741238695536982471924751863178643259
000380450007020910008010700020450009140006300080009070390861020600590000005700003,961387452437625918258914736723458169149276385586139274394861527672593841815742693
203870160040000280000100004900061700007000005802090340004329806300005010509600007,253874169741956283698132574935461728417283695862597341174329856386745912529618437
000009010530400020060730048708005004000090050090046803106080005300201000024060790,482659317537418629961732548718325964643897152295146873176984235359271486824563791
082070000340010007005006490100000073076390040000028500067050000200407009900280061,682974135349512687715836492128645973576391248493728516867159324231467859954283761
001820053000040009200005140095010600304007900028304001153000000869701000070089006,941826753587143269236975148795218634314657982628394571153462897869731425472589316
070001080008065100023900070600004209307150400400600000000300046700000892005029007,576231984948765123123948675651874239397152468482693751219387546734516892865429317
008271300004006007010003920860000042000650180053000700025030600400980000301000009,598271364234596817617843925869317542742659183153428796925134678476985231381762459
400000970000805100608904030502008014760503000049010060900000457070060380000002000,453126978297835146618974235532698714761543829849217563926381457175469382384752691
823400000000000500000096180000560907904080300005004010210037090040052006076800030,823415769691378524457296183182563947964781352735924618218637495349152876576849231
043107005020000300008090640900320700480960000005000860570001920000400013001602080,643187295129546378758293641916328754487965132235714869574831926862479513391652487
000807000016050700029004010007030582054090060030200000005721096400000003002603108,543817629816952734729364815197436582254198367638275941385721496461589273972643158
400038000060000407901062000000056130002807009080900204007001003800000650253000090,425738916368195427971462385749256138132847569586913274697521843814379652253684791
000500302502410008946003070070005200301000000000080769803000900700269080050000410,187596342532417698946823175678945231391672854425381769863154927714269583259738416
300108004701050080092004006000400805089070610100602300068001007234000090000523000,356198724741256983892734156623419875489375612175682349568941237234867591917523468
410070308000500000805004906070008005260307400009620000300002019006100524900040080,412976358697583142835214976173498265268357491549621837354862719786139524921745683
000004300102070800740086020070050240005300007800090100000700060089042050530009010,958214376162573894743986521371658249495321687826497135214735968689142753537869412
059008320700030600000172800061020070200900580040600030008050000026800014310040000,159468327782539641634172895861325479273914586945687132498751263526893714317246958
000972000800010407100004953004530000900001560006408070570600080390200000048009002,435972816869315427127864953714536298983721564256498371572643189391287645648159732
300060000900574320007908500010003940060000008402800701006205490050006180003041002,345162879981574326627938514718623945569417238432859761176285493254396187893741652
005206008060000510209004300078100054500709200300040007010030060600002083000800709,135276948764398512289514376978123654546789231321645897812937465697452183453861729
500603000108500900060029400006900825002000307000078010750014060003000040040306089,594683172128547936367129458476931825812465397935278614759814263683792541241356789
200000306830004150050016089090000012004065700500190000900700030061200478040003000,219578346836924157457316289698437512124865793573192864982741635361259478745683921
004010592000900000003720684800040069040009008170500003090037040306000010050008200,764813592528964371913725684835241769642379158179586423291637845386452917457198236
000000060941000700020507800500002000003806401800790003007020010008300250600089004,785943162941268735326517849519432687273856491864791523437625918198374256652189374
309700002100430050000805106000000745007200090830000001500019600240608000060000873,359761482186432957724895136692183745417256398835947261578319624243678519961524873
760040108020000734031580090195000000040009007307002000800000500000010649054076020,769243158528691734431587296195738462642159387387462915816924573273815649954376821
000510009790000200000000854160005007207403501004020008630280000000904060401700003,846512379795348216312679854163895427287463591954127638639281745578934162421756983
050060000307201906100000740094005008010300052003407600605080200920100030000070800,859764123347251986162839745294615378716398452583427691675983214928146537431572869
060040005008001703009003062057200800801004000000980014003000000620000047700302058,362749185548621793179853462457216839891534276236987514983475621625198347714362958
400000020600048750827309000003407000789610000204085100010000405000030060002760093,495176328631248759827359614153427986789613542264985137316892475978534261542761893
000100850002000904500870023029000470000690200107003000214036005600080000073054009,936142857782365914541879623329518476458697231167423598214936785695781342873254169
301050604207090008000206070940800052003000007008043190050087000004600000600310089,391758624267194538485236971946871352513962847728543196159487263834629715672315489
050000019002003006460100870004000030013400708806029100700506004900041500000830020,357684219182973456469152873594718632213465798876329145721596384938241567645837921
700000024940085100360200790030410000021530089000060000600008530007000006050920470,715693824942785163368241795836419257421537689579862341694178532287354916153926478
800060000920301006607920805000608030100530704040000009000290000290000147786010500,814765923925381476637924815579648231162539784348172659451297368293856147786413592
900000050078360204032007098000800000049031007000045100107090030350204000200010060,961428753578369214432157698615872349849631527723945186187596432356284971294713865
009500000008046300160207000630000140040000008502013070075980026004070000200050087,429538761758146392163297854637829145941765238582413679375981426894672513216354987
000800090700951600600402310035009020106008430009060070807000060900103200052000004,541836792723951648698472315435719826176528439289364571817245963964183257352697184
090200051000730060200004300007980000450600000100047830000826000783005010560001490,394268751815739264276154389637982145458613927129547836941826573783495612562371498
589003000200000070003068100032041790050030080001920406000706800007500020490010060,589173642216459378743268159632841795954637281871925436325796814167584923498312567
850010060003007029000380070300070000040050100790408003002004790418000200600030005,857219364163547829924386571385671942246953187791428653532164798418795236679832415
005000040000700210432809005980060100064000000500002300000950008008070960140380702,715623849896745213432819675983567124264138597571492386627951438358274961149386752
401026050050090301070000000004609800830500927000030540200840600700000030060751092,481326759652497381973185264524679813836514927197238546219843675745962138368751492
064008307008417050000020009083000001507100600600504020000090100759000803010876040,264958317938417256175623489483762591527189634691534728846395172759241863312876945
040800030072401000000076902050704300000023051608010000509200408000000790083000605,946852137372491586815376942251784369497623851638915274569237418124568793783149625
600050930700008001940002005004070200060090580208340090050480007000100400070063028,681754932725938641943612875594876213367291584218345796152489367836127459479563128
140602000090500034700009005009060070006200048018054020004300002250900301600007000,145632897892571634763489215429168573576293148318754926984315762257946381631827459
703080060060001005080240001000000930026450080000078206045020009908510000130007000,713985462264731895589246371857162934326459187491378256645823719978514623132697548
780903010603010508009804200000006000074108050200000371000000060591020040006040709,782953416643712598159864237315276984974138652268495371427389165591627843836541729
820000010010098047076053000100006708950007060000480003780600520002000900003042800,829764315315298647476153289134926758958317462267485193781639524542871936693542871
320070000007051803098040000506900704000006020840010036000028360009060005010507002,325879641467251893198643257536982714971436528842715936754128369289364175613597482
060009000049807020200050400004001307070520680100003090680000045501068030002970100,765249813349817526218356479824691357973524681156783294687132945591468732432975168
007041000500000106002907003003080002019060080056702900000070605000503401400010790,387641259594328176162957843743189562219465387856732914921874635678593421435216798
270008050080400600503000012000697380301052900008010060600000700920080004004903500,276138459189425673543769812452697381361852947798314265635241798927586134814973526
100074800708900000043602000000007080010490005265013009300060190080025076002000300,196574823728931564543682917439257681817496235265813749354768192981325476672149358
300600259200978300010300804800000040690010702007500060000020097000083501140095000,378641259254978316916352874831267945695814732427539168583126497769483521142795683
309500020800402100006037000047060001000900053001078609293010075050000364000800000,319586427875492136426137598947365281682941753531278649293614875158729364764853912
012003048903060050080700002070600100160000509005004380029080013400239007000006000,712953648943862751586741932378695124164328579295174386629587413451239867837416295
005006100200040037760108002000900050030082060910400700003090000027005800600300415,345276189281549637769138542872961354534782961916453728153894276427615893698327415
803100760200000450000056030530408006617009008080070000000017020070200915004300000,853142769296783451741956832539428176617539248482671593965817324378264915124395687
008410000074905001009080320000040100060250009903700002010000057705003800802006400,638412975274935681159687324527349168461258739983761542316894257745123896892576413
014803005008500000006047001070608020030001670025090803140000907900025308000000160,214863795798512436356947281471638529839251674625794813142386957967125348583479162
000054090300009600109020057830070002700008015061400000005903000020500043670001080,286754391357819624149326857834175962792638415561492738415983276928567143673241589
020630170500040009003702068030007010010403600400080900072006540000900000085000201,824639175567148329193752468239567814718493652456281937972816543341925786685374291
300005200000310089250060470800000307100984000029600001430190000700408065000027000,398745216647312589251869473864251397173984652529673841435196728712438965986527134
602500903780000000350001726470803010003010865100059004000740600000600002090002040,612574983789326451354981726475863219923417865168259374231745698547698132896132547
607109003080050040409083050708010400000000735000902060005006020904030800030700009,657149283382657941419283657768315492291468735543972168175896324924531876836724519
030580006050400180001097000006150830800700900309600207400302005072060009000000420,234581796957436182681297543726159834845723961319648257498312675572864319163975428
008042500060950081200100700400790000000208096030600000000000040709003018053061002,178342569364957281295186734486795123517238496932614857621879345749523618853461972
609001000400060078020743000001002006850300004060080309000500890100070040042000510,679821435413965278528743961391452786857396124264187359736514892185279643942638517
000061070700805009981300040405090002000408003003007510208000901107080026500004300,354961278726845139981372645475193862612458793893627514248736951137589426569214387
410000368520006700000090004640030000708000012002080500000400920070965003081007600,419572368523846791867193254645231879738659412192784536356418927274965183981327645
020096000900000310807500002004102005009605008700080640000008150013004809000201763,321496587945827316867513492684172935139645278752389641276938154513764829498251763
200603480807001000000040025460000301100009050000007600630205700018300500720906040,251693487847521936396748125469852371173469258582137694634285719918374562725916843
305100020001692800000300049908230060720040503003006094050000010600708000084029300,395184627471692835862357149948235761726941583513876294257463918639718452184529376
010007390740100608060250000000380005670000004504096000380020100100000829009060070,815647392742139658963258417291384765678512934534796281387925146156473829429861573
520608701300051000040009806090000127058000940400030008170090002002010400065204000,529648731386751294741329856693485127258167943417932568174593682932816475865274319
020406058910000704600000003503108000790030600080090002046073000000205100005840090,327416958918352764654789213563128479792534681481697532146973825839265147275841396
000800693406000000970030005050410000000305107204000500302500080080690210040780009,125874693436259871978136425753418962869325147214967538392541786587693214641782359
005708300020000060390010004973001000004207530500080190086000900000036740100950020,645728319721349865398615274973561482814297536562483197486172953259836741137954628
193200060000000704060080092000120045040037810500000000007013000005940080038706900,193274568852691734764385192379128645246537819581469273927813456615942387438756921
009100070206005300410706580000000005300009400901482600800014003700900054030060002,589143276276895341413726589648371925327659418951482637895214763762938154134567892
130089000000200049040056180000010000004608037356040000000007650605930071083000200,132489765568271349947356182879513426214698537356742918491827653625934871783165294
300109000000050608020706010000008497609020000080000005500400900790305080104007023,346189752917253648825746319251638497679524831483971265538412976792365184164897523
300106000007000032210005890000010009900473500068000370130800050005302607040090200,389126745657984132214735896573618429921473568468259371132867954895342617746591283
209004086408107000530000000000870501000901040601200309090003165020000000005469032,219354786468197253537682914943876521752931648681245379894723165326518497175469832
100000002004608370070094000002100000085070690006503704051820003207000560490050000,169735482524618379873294156742169835385472691916583724651827943237941568498356217
360009004402600931108500200009308100700020460000070059000000840073140002020060005,367219584452687931198534276649358127735921468281476359516792843873145692924863715
030070650509000208080600010945800000600920300000410700700390021810002040400000530,134278659569143278287659413945837162671925384328416795756394821813562947492781536
903000120620970004485000607060080700200560080000007009500006840010042350000310002,973654128621978534485123697364289715297561483158437269532796841719842356846315972
490000053600200008007039010000003697700420000085060120004150309020004080501600700,498716253613245978257839416142583697769421835385967124874152369926374581531698742
200370400170050002600100080890400700060800541002000300930210004005009070008040160,289376415174958632653124987891435726367892541542761398936217854415689273728543169
000300500910870400004020008700600090002015603040002800070000920601400005530008710,287341569915876432364529178753684291892715643146932857478153926621497385539268714
302705000800300005000002016004973600280040900700260150413009720007800090090000403,362715849841396275975482316154973682286541937739268154413659728627834591598127463
600058103038900000050400200000000400000209008400035067004080050289070601760301002,642758193138926574957413286893167425576249318421835967314682759289574631765391842
000200756003040210900005000000108005014300908072054000080090147731006000005020800,148239756653847219927615384369178425514362978872954631286593147731486592495721863
670001903038007005100420806025809061300200090800040000003050020210600034060070000,672581943438967215159423876725839461346215798891746352983154627217698534564372189
500000080340008960070239000007061300100420000038007001000780032001006005050090640,519674283342518967876239514427861359195423876638957421964785132281346795753192648
109050008834001200000002000300270000518400709000080634200760095090500306007010040,129357468834691257765842913346279581518436729972185634283764195491528376657913842
208000010040803070030000906007635100002009604805102000100000045070460200980200007,258976413649813572731524986497635128312789654865142739126397845573468291984251367
605014809078050043009023000320508600000060701050900000000100208860400000093000070,635714829278659143419823567321578694984362751756941382547196238862437915193285476
010320708004890001000057000200960300387005600005701800000403090530002000060000100,916324758754896231823157964241968375387245619695731842172483596539612487468579123
009080410174000000050000209308500640506023007040100000000097030432001006001006802,269785413174932568853614279328579641516423987947168325685297134432851796791346852
005387026201050090000010800000074003300090082608000004540100009010030400060209070,495387126281456397736912845129874653354691782678523914547168239912735468863249571
804000906003105072500000030200040680040907010006030000030400001001029507605008020,814273956963185472527694138279541683348967215156832749732456891481329567695718324
100406075000002000302000081004305910900000036001790400080900004009000720207180503,198436275756812349342579681824365917975241836631798452583927164419653728267184593
200030001470015200009007060004070508000009026000386940001000003058004790906050000,265938471473615289189427365694271538837549126512386947741892653358164792926753814
000820060005010043680035002300940508100003090020170600700000000004650000960284700,437829165295716843681435972376942518148563297529178634752391486814657329963284751
097083400300025080010000007630074205205008096001000000406002100000090050700460320,597183462364725981812649537638974215245318796971256843486532179123897654759461328
005980024308004010010000607060200403080760000009003000140890702097020100000010560,675981324328674915914532687761258493483769251259143876146895732597326148832417569
506047003000010048000800200418502700730006020005900080097000100860403570300000009,586247913972315648143869257418532796739186425625974381297658134861493572354721869
100792008650410000098600007000260970009030000016005034002800050030070109570000040,143792568657418392298653417385264971429137685716985234962841753834576129571329846
040070010016095200890060003009602308730000600008004000070150800002003000500800149,245378916316495287897261453459612378731589624628734591974156832182943765563827149
000800706003502981900001030302006500400008027000700400008060005601904002040283010,124839756763542981985671234372416598456398127819725463298167345631954872547283619
001060408020790000653000020940201680270900000008000050400800100060040073109050260,791562438824793516653418729945231687276985341318674952437826195562149873189357264
000000075062700003300080400100000200020394060506000084008970102059041700004603900,981432675462759813375186429143568297827394561596217384638975142259841736714623958
006200034070150060090070500002000376900080050100604009000020003000009120401300805,516298734274153968398476512842915376963782451157634289789521643635849127421367895
000600507809700004610409000005003042704060800290000360000085000006020030400170020,342618597859732614617459283165893742734261859298547361921385476576924138483176925
460080007003067001500290003002000940800050100300102080014073000000004678009526000,461385297923467851578291463152738946847659132396142785614873529235914678789526314
700900800050083702006000010000200045020068300479051080002005090800042000360010407,713926854954183762286574913638297145521468379479351286142735698897642531365819427
000900501206040003010008700601590008098670240057300000783010000000000409540020030,834967521276145893915238764621594378398671245457382916783419652162753489549826137
460800005100700980209010006050021060000000504003408091000205000040300207970064003,467892135135746982289513476754921368891637524623458791318275649546389217972164853
100030020009704060500100708000580090020041305390060000002000081730009600640025000,174638529289754163563192748417583296826941375395267814952376481738419652641825937
600500008030697010050023000400000930000281005027049800802000076090460000340100050,679514328238697514154823697481756932963281745527349861812935476795462183346178259
006103005080090217040000090009674000450000002603085900012300800500069004000000370,796123485385496217241758693129674538458931762673285941912347856537869124864512379
030040062000000970008302100700509320260000500040081000070103006920600080510700409,137945862452816973698372145781569324269437518345281697874193256923654781516728439
090260000003501970050700084005002006300900150081004700018090300706083290000000041,497268513863541972152739684975812436324976158681354729218495367746183295539627841
019260045004100000060004720720500000508300900000042060000730800053098006400000190,819267345274153689365984721726519438548376912931842567692731854153498276487625193
306000400210004009008900072670058040040700060000001980080042000000090316905003800,396217458217584639458936172679358241841729563532461987183642795724895316965173824
000090800400201390050000020006050002090304076520810030100067040270405010030080900,712593864468271395953648721346759182891324576527816439185967243279435618634182957
006385000034070600570002900000000048092000000710506030040720015009630024000100300,926385471834971652571462983365297148492813567718546239643729815159638724287154396
208050013050002409000086002300014200000000037060507800043090100100840700890700060,278459613651372489439186572387914256514268937962537841743695128126843795895721364
007100450040000630200005007000007093008204060701390800009060210080520000360080049,697138452845972631213645987426857193938214765751396824579463218184529376362781549
080004001405670900023008700007100000090000347630920800000001006500460020002035080,786394251415672938923518764857143692291856347634927815349281576578469123162735489
008000030056002000700089015030008059100040076005700040600907000001230780000050901,918465237356172498742389615437628159129543876865791342684917523591236784273854961
920000060004206105001004070006900501070083009802050006508300240030007000400100903,923715864784236195651894372346972581175683429892451736518369247239547618467128953
009725008000030260000040009060000900803004050210089003570200130300010005000600420,649725318758931264132846579465372981893164752217589643574298136326417895981653427
000000100984010007000045063802007001630290000045061800023580040070006250000700009,356972184984613527217845963892457631631298475745361892123589746479136258568724319
200069703003008204190300050067290000300070400008506000050040089001700006006010020,285469713673158294194327658567294831329871465418536972752643189931782546846915327
670130900000564030000070408090801040500400012800020006008600009420009051700005300,674138925982564137315972468296851743537496812841327596158643279423789651769215384
009103708400290065070800000210400000300006004000970810061080902020050307005000640,659143728483297165172865439217438596398516274546972813761384952924651387835729641
180205003900076200005000408300090640040730010710008005092104000600009500003680002,187245963934876251265913478328591647546732819719468325892154736671329584453687192
070000000102035040000418006480009607003061500500200100007600005209070408058090030,874926351162735849935418276481359627723861594596247183347682915219573468658194732
080700013020400708053060900000023095000000206060090180038001542405000370071000000,984752613126439758753168924817623495549817236362594187638971542495286371271345869
000009020000018706600040053000200800472090010009056300007300480108064000530007209,745639128293518746681742953356271894472893615819456372967325481128964537534187269
076902403300150090002000800010000200709000006005240031900008050034070000007369080,576982413348156792192734865413695278729813546685247931961428357834571629257369184
904160200730400006001900700029000040080306910000070068006050000378001405140020000,954167283732485196861932754629518347587346912413279568296754831378691425145823679
046030850002410000070062900030700008700003060590000400400170290019604003850000001,146937852982415376375862914634791528728543169591286437463178295219654783857329641
